Player,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
Yvann Macon,0.1,Saint Etienne,20,1.1,0.0,1.0,1.0,100.0,0.95,0.95,0.0,0.0,30.9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,46.0,63.0,73.0,837.0,275.0,24.0,30.0,80.0,16.0,23.0,69.6,6.0,8.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,50.0,1.0,22.0,5.0,22.7,11.0,11.0,0.0,5.0,0.0,0.0,5.0,1.0,5.0,3.0,0.0
James Maddison,0.2,Leicester City,22,29.2,6.0,74.0,18.0,24.3,2.54,0.62,0.08,0.33,20.9,14.0,0.0,0.0,4.9,4.9,0.07,1.1,1.1,1282.0,1674.0,76.6,25940.0,7779.0,501.0,573.0,87.4,538.0,630.0,85.4,221.0,414.0,53.4,3.0,7.4,-4.4,84.0,154.0,45.0,6.0,172.0,168.0,5.76,76.0,52.0,16.0,7.0,16.0,1.0,12.0,0.41,7.0,3.0,1.0,0.0,0.0,1.0,56.0,39.0,19.0,24.0,13.0,22.0,69.0,31.9,47.0,629.0,198.0,31.5,162.0,339.0,128.0,21.0,1.0,0.0,20.0,12.0,68.0,8.0,1.0
Lisandro Magallan,0.1,Alaves,25,13.3,1.0,6.0,1.0,16.7,0.45,0.08,0.17,1.0,9.4,0.0,0.0,0.0,0.6,0.6,0.11,0.4,0.4,341.0,426.0,80.0,8177.0,3138.0,84.0,92.0,91.3,174.0,198.0,87.9,81.0,130.0,62.3,1.0,0.7,0.3,4.0,26.0,2.0,0.0,33.0,5.0,0.38,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,15.0,10.0,0.0,6.0,14.0,42.9,8.0,89.0,24.0,27.0,57.0,32.0,0.0,19.0,8.0,0.0,11.0,6.0,31.0,76.0,1.0
Francesco Magnanelli,0.2,Sassuolo,34,15.5,0.0,9.0,0.0,0.0,0.58,0.0,0.0,0,25.7,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,1049.0,1176.0,89.2,19173.0,4331.0,482.0,510.0,94.5,414.0,459.0,90.2,139.0,181.0,76.8,0.0,0.3,-0.3,12.0,98.0,10.0,0.0,67.0,21.0,1.35,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,14.0,12.0,5.0,11.0,35.0,31.4,24.0,259.0,65.0,25.1,97.0,130.0,32.0,26.0,6.0,0.0,20.0,26.0,57.0,19.0,1.0
Giangiacomo Magnani,0.15,Brescia,23,1.3,0.0,2.0,1.0,50.0,1.57,0.78,0.0,0.0,9.5,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,29.0,37.0,78.4,653.0,178.0,7.0,9.0,77.8,16.0,20.0,80.0,5.0,7.0,71.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,16.7,6.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0
Giangiacomo Magnani,0.1,Sassuolo,23,1.6,1.0,2.0,2.0,100.0,1.24,1.24,0.5,0.5,4.1,0.0,0.0,0.0,1.0,1.0,0.51,0.0,0.0,65.0,77.0,84.4,1669.0,430.0,9.0,10.0,90.0,42.0,48.0,87.5,14.0,19.0,73.7,0.0,0.1,-0.1,2.0,4.0,0.0,0.0,4.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,40.0,5.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,11.0,0.0
Hugo Magnetti,0.2,Brest,21,2.6,0.0,6.0,2.0,33.3,2.29,0.76,0.0,0.0,23.7,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,130.0,161.0,80.7,2609.0,729.0,49.0,58.0,84.5,61.0,71.0,85.9,19.0,28.0,67.9,0.0,0.2,-0.2,4.0,17.0,2.0,0.0,14.0,12.0,4.58,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,5.0,8.0,2.0,3.0,7.0,42.9,4.0,81.0,33.0,40.7,31.0,37.0,13.0,8.0,0.0,0.0,8.0,7.0,22.0,8.0,0.0
Harry Maguire,0.1,Manchester Utd,26,38.0,1.0,32.0,8.0,25.0,0.84,0.21,0.03,0.13,11.7,0.0,0.0,0.0,2.0,2.0,0.06,-1.0,-1.0,2127.0,2403.0,88.5,46934.0,11790.0,552.0,609.0,90.6,1160.0,1247.0,93.0,396.0,518.0,76.4,1.0,0.6,0.4,16.0,167.0,2.0,0.0,98.0,31.0,0.82,28.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,27.0,25.0,18.0,1.0,14.0,36.0,38.9,22.0,240.0,90.0,37.5,155.0,77.0,8.0,45.0,25.0,0.0,20.0,55.0,99.0,246.0,1.0
Abdallahi Mahmoud,0.2,Alaves,19,1.7,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,38.0,86.8,462.0,94.0,18.0,21.0,85.7,11.0,12.0,91.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,1.0,1.0,6.0,16.7,5.0,39.0,12.0,30.8,16.0,19.0,4.0,1.0,0.0,0.0,1.0,4.0,9.0,3.0,0.0
Riyad Mahrez,0.25,Manchester City,28,21.6,11.0,73.0,30.0,41.1,3.38,1.39,0.14,0.33,16.7,6.0,1.0,1.0,7.2,6.4,0.09,3.8,3.6,1009.0,1188.0,84.9,18604.0,4416.0,459.0,500.0,91.8,400.0,462.0,86.6,133.0,184.0,72.3,9.0,8.8,0.2,58.0,53.0,72.0,8.0,120.0,140.0,6.48,90.0,13.0,20.0,4.0,10.0,3.0,31.0,1.44,17.0,2.0,5.0,1.0,5.0,1.0,32.0,21.0,9.0,13.0,10.0,13.0,48.0,27.1,35.0,394.0,111.0,28.2,72.0,155.0,167.0,38.0,1.0,0.0,37.0,15.0,47.0,7.0,0.0
Thiago Maia,0.2,Lille,22,0.5,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,39.0,79.5,506.0,114.0,17.0,19.0,89.5,11.0,12.0,91.7,2.0,7.0,28.6,0.0,0.1,-0.1,1.0,4.0,1.0,0.0,4.0,1.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,13.0,5.0,38.5,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
Arne Maier,0.2,Hertha BSC,20,5.9,0.0,6.0,3.0,50.0,1.01,0.5,0.0,0.0,24.3,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,271.0,324.0,83.6,6060.0,1497.0,87.0,102.0,85.3,114.0,126.0,90.5,64.0,83.0,77.1,0.0,0.6,-0.6,10.0,31.0,8.0,1.0,28.0,19.0,3.2,13.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,2.0,1.0,3.0,8.0,37.5,5.0,127.0,35.0,27.6,45.0,66.0,16.0,9.0,0.0,0.0,9.0,5.0,13.0,2.0,1.0
Habib Maiga,0.2,Metz,23,25.2,1.0,30.0,9.0,30.0,1.19,0.36,0.03,0.11,22.5,0.0,0.0,0.0,1.6,1.6,0.05,-0.6,-0.6,1059.0,1309.0,80.9,20349.0,4717.0,432.0,493.0,87.6,464.0,537.0,86.4,148.0,232.0,63.8,2.0,0.8,1.2,10.0,98.0,16.0,5.0,92.0,38.0,1.51,30.0,0.0,2.0,3.0,0.0,3.0,9.0,0.36,7.0,0.0,0.0,1.0,0.0,1.0,96.0,68.0,44.0,43.0,9.0,27.0,77.0,35.1,50.0,783.0,198.0,25.3,281.0,417.0,85.0,58.0,7.0,0.0,51.0,23.0,119.0,51.0,0.0
Ainsley Maitland Niles,0.1,Arsenal,21,15.4,0.0,4.0,1.0,25.0,0.26,0.06,0.0,0.0,18.2,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3,825.0,999.0,82.6,14121.0,4762.0,392.0,437.0,89.7,331.0,385.0,86.0,84.0,136.0,61.8,2.0,1.5,0.5,10.0,49.0,13.0,5.0,51.0,21.0,1.36,17.0,1.0,1.0,0.0,1.0,1.0,3.0,0.19,2.0,0.0,0.0,0.0,0.0,1.0,41.0,27.0,30.0,9.0,2.0,14.0,42.0,33.3,28.0,297.0,84.0,28.3,179.0,86.0,32.0,29.0,5.0,0.0,24.0,17.0,58.0,41.0,0.0
Josh Maja,0.3,Bordeaux,20,8.2,6.0,18.0,12.0,66.7,2.2,1.47,0.33,0.5,16.1,0.0,0.0,0.0,3.7,3.7,0.2,2.3,2.3,175.0,206.0,85.0,2268.0,363.0,118.0,129.0,91.5,41.0,51.0,80.4,6.0,9.0,66.7,2.0,1.2,0.8,8.0,6.0,2.0,0.0,8.0,22.0,2.69,14.0,0.0,3.0,1.0,3.0,1.0,3.0,0.37,2.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,4.0,2.0,2.0,13.0,15.4,11.0,184.0,41.0,22.3,12.0,86.0,86.0,11.0,4.0,0.0,7.0,3.0,9.0,2.0,0.0
Abdul Majeed Waris,0.3,Strasbourg,27,4.1,2.0,7.0,2.0,28.6,1.7,0.49,0.29,1.0,13.8,0.0,0.0,0.0,1.8,1.8,0.26,0.2,0.2,65.0,89.0,73.0,837.0,240.0,41.0,49.0,83.7,19.0,26.0,73.1,1.0,6.0,16.7,1.0,0.7,0.3,3.0,1.0,5.0,0.0,9.0,6.0,1.46,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.49,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,4.0,3.0,2.0,4.0,8.0,50.0,4.0,49.0,18.0,36.7,14.0,20.0,15.0,3.0,0.0,0.0,3.0,4.0,13.0,0.0,0.0
Zan Majer,0.2,Lecce,27,18.5,1.0,20.0,8.0,40.0,1.08,0.43,0.05,0.13,20.7,0.0,0.0,0.0,2.3,2.3,0.11,-1.3,-1.3,593.0,746.0,79.5,10548.0,2677.0,272.0,304.0,89.5,229.0,274.0,83.6,71.0,121.0,58.7,1.0,1.4,-0.4,19.0,61.0,16.0,5.0,54.0,42.0,2.27,37.0,1.0,1.0,0.0,2.0,1.0,4.0,0.22,2.0,0.0,0.0,0.0,1.0,1.0,34.0,20.0,16.0,13.0,5.0,10.0,55.0,18.2,45.0,407.0,93.0,22.9,177.0,178.0,52.0,42.0,9.0,1.0,33.0,18.0,52.0,24.0,1.0
Jean Victor Makengo,0.25,Toulouse,21,11.0,2.0,14.0,4.0,28.6,1.28,0.36,0.14,0.5,23.9,0.0,0.0,0.0,0.8,0.8,0.05,1.2,1.2,373.0,447.0,83.4,5935.0,1494.0,204.0,228.0,89.5,129.0,149.0,86.6,27.0,49.0,55.1,0.0,1.2,-1.2,13.0,46.0,6.0,1.0,42.0,22.0,2.0,19.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,5.0,10.0,1.0,3.0,14.0,21.4,11.0,211.0,62.0,29.4,63.0,104.0,44.0,10.0,1.0,0.0,9.0,3.0,19.0,6.0,0.0
Nemanja Maksimovic,0.2,Getafe,24,32.2,2.0,32.0,11.0,34.4,0.99,0.34,0.06,0.18,13.5,0.0,0.0,0.0,3.0,3.0,0.09,-1.0,-1.0,534.0,730.0,73.2,8988.0,2044.0,235.0,309.0,76.1,185.0,251.0,73.7,69.0,102.0,67.6,0.0,0.9,-0.9,13.0,39.0,11.0,2.0,47.0,37.0,1.15,29.0,2.0,0.0,3.0,3.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,53.0,34.0,14.0,31.0,8.0,15.0,56.0,26.8,41.0,698.0,206.0,29.5,134.0,424.0,140.0,47.0,9.0,1.0,38.0,40.0,93.0,56.0,1.0
Nikola Maksimovic,0.1,Napoli,27,20.0,1.0,4.0,1.0,25.0,0.2,0.05,0.25,1.0,10.4,0.0,0.0,0.0,0.7,0.7,0.18,0.3,0.3,1287.0,1389.0,92.7,27053.0,9103.0,353.0,384.0,91.9,718.0,748.0,96.0,204.0,233.0,87.6,1.0,0.7,0.3,7.0,79.0,9.0,5.0,63.0,13.0,0.65,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,23.0,13.0,0.0,16.0,27.0,59.3,11.0,176.0,42.0,23.9,89.0,74.0,13.0,31.0,14.0,0.0,17.0,19.0,55.0,66.0,0.0
Kevin Malcuit,0.1,Napoli,28,2.8,0.0,2.0,0.0,0.0,0.7,0.0,0.0,0,25.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,142.0,174.0,81.6,2591.0,588.0,66.0,72.0,91.7,52.0,65.0,80.0,19.0,31.0,61.3,0.0,0.2,-0.2,2.0,4.0,4.0,3.0,9.0,3.0,1.05,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,4.0,1.0,5.0,6.0,83.3,1.0,30.0,6.0,20.0,13.0,12.0,5.0,8.0,1.0,0.0,7.0,3.0,11.0,1.0,0.0
Daniel Maldini,0.25,Milan,17,0.3,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,16.0,81.3,176.0,19.0,11.0,11.0,100.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,14.3,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ruslan Malinovskyi,0.25,Atalanta,26,17.1,8.0,78.0,27.0,34.6,4.57,1.58,0.1,0.3,23.7,12.0,0.0,1.0,4.7,3.9,0.05,3.3,4.1,779.0,979.0,79.6,15367.0,3870.0,295.0,348.0,84.8,360.0,414.0,87.0,111.0,184.0,60.3,3.0,5.0,-2.0,43.0,67.0,45.0,8.0,106.0,115.0,6.74,68.0,10.0,18.0,7.0,9.0,3.0,9.0,0.53,7.0,1.0,0.0,0.0,1.0,0.0,21.0,15.0,5.0,15.0,1.0,8.0,34.0,23.5,26.0,319.0,91.0,28.5,48.0,179.0,92.0,16.0,2.0,0.0,14.0,3.0,24.0,8.0,0.0
Yunus Malli,0.25,Union Berlin,27,7.5,0.0,10.0,4.0,40.0,1.34,0.53,0.0,0.0,16.1,0.0,0.0,0.0,0.7,0.7,0.07,-0.7,-0.7,152.0,213.0,71.4,2097.0,495.0,81.0,108.0,75.0,54.0,70.0,77.1,6.0,18.0,33.3,1.0,0.7,0.3,4.0,7.0,3.0,1.0,13.0,15.0,2.01,10.0,0.0,0.0,1.0,4.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,5.0,3.0,6.0,8.0,75.0,2.0,110.0,26.0,23.6,19.0,58.0,33.0,8.0,0.0,0.0,8.0,3.0,12.0,4.0,0.0
Hugo Mallo,0.1,Celta Vigo,28,21.8,0.0,6.0,3.0,50.0,0.27,0.14,0.0,0.0,18.8,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,998.0,1301.0,76.7,18004.0,7115.0,482.0,513.0,94.0,398.0,503.0,79.1,107.0,235.0,45.5,1.0,1.9,-0.9,13.0,60.0,20.0,9.0,77.0,28.0,1.28,22.0,2.0,2.0,0.0,2.0,0.0,2.0,0.09,1.0,0.0,1.0,0.0,0.0,0.0,63.0,28.0,43.0,18.0,2.0,20.0,50.0,40.0,30.0,292.0,79.0,27.1,151.0,106.0,35.0,53.0,7.0,0.0,46.0,14.0,77.0,90.0,1.0
Streli Mamba,0.3,Paderborn 07,25,16.9,5.0,25.0,10.0,40.0,1.48,0.59,0.2,0.5,15.8,0.0,0.0,0.0,4.6,4.6,0.18,0.4,0.4,212.0,276.0,76.8,3088.0,459.0,122.0,151.0,80.8,66.0,84.0,78.6,11.0,17.0,64.7,2.0,1.3,0.7,8.0,12.0,1.0,0.0,9.0,26.0,1.54,15.0,0.0,4.0,1.0,4.0,2.0,3.0,0.18,2.0,0.0,0.0,1.0,0.0,0.0,15.0,11.0,2.0,7.0,6.0,5.0,13.0,38.5,8.0,447.0,105.0,23.5,20.0,212.0,215.0,15.0,4.0,0.0,11.0,6.0,21.0,8.0,0.0
Hianga Mananga Mbock,0.2,Brest,19,1.6,1.0,4.0,1.0,25.0,2.55,0.64,0.25,1.0,23.9,0.0,0.0,0.0,0.2,0.2,0.05,0.8,0.8,73.0,82.0,89.0,1609.0,248.0,24.0,26.0,92.3,30.0,34.0,88.2,18.0,19.0,94.7,0.0,0.1,-0.1,1.0,2.0,0.0,0.0,3.0,1.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,26.0,12.0,46.2,9.0,15.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,8.0,0.0
Vincent Manceau,0.1,Angers,30,22.0,0.0,8.0,2.0,25.0,0.36,0.09,0.0,0.0,21.6,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,1063.0,1317.0,80.7,19030.0,8487.0,503.0,546.0,92.1,444.0,522.0,85.1,112.0,216.0,51.9,0.0,1.0,-1.0,14.0,76.0,22.0,7.0,111.0,30.0,1.36,26.0,3.0,1.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,49.0,29.0,25.0,19.0,5.0,22.0,51.0,43.1,29.0,290.0,101.0,34.8,169.0,88.0,33.0,47.0,3.0,0.0,44.0,22.0,71.0,59.0,0.0
Gianluca Mancini,0.15,Roma,23,30.4,1.0,20.0,5.0,25.0,0.66,0.16,0.05,0.2,9.9,0.0,0.0,0.0,2.6,2.6,0.13,-1.6,-1.6,1500.0,1679.0,89.3,31011.0,10073.0,423.0,467.0,90.6,841.0,884.0,95.1,219.0,299.0,73.2,0.0,0.6,-0.6,9.0,79.0,13.0,0.0,97.0,24.0,0.79,20.0,0.0,0.0,3.0,1.0,0.0,5.0,0.16,4.0,0.0,0.0,1.0,0.0,0.0,55.0,35.0,31.0,22.0,2.0,15.0,49.0,30.6,34.0,393.0,112.0,28.5,213.0,153.0,27.0,49.0,17.0,0.0,32.0,32.0,87.0,119.0,1.0
Marco Mancosu,0.25,Lecce,30,27.1,14.0,72.0,22.0,30.6,2.66,0.81,0.07,0.23,20.4,10.0,9.0,11.0,15.2,6.8,0.09,-1.2,-1.8,682.0,908.0,75.1,11167.0,2764.0,367.0,435.0,84.4,216.0,284.0,76.1,70.0,118.0,59.3,2.0,4.0,-2.0,35.0,64.0,24.0,6.0,69.0,71.0,2.62,59.0,1.0,4.0,2.0,5.0,0.0,5.0,0.18,3.0,0.0,1.0,0.0,1.0,0.0,27.0,17.0,9.0,11.0,7.0,6.0,51.0,11.8,45.0,415.0,96.0,23.1,117.0,192.0,106.0,31.0,11.0,0.0,20.0,13.0,40.0,23.0,0.0
Reinildo Mandava,0.1,Lille,25,12.3,0.0,2.0,0.0,0.0,0.16,0.0,0.0,0,26.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,523.0,656.0,79.7,8795.0,2820.0,251.0,278.0,90.3,222.0,270.0,82.2,36.0,71.0,50.7,0.0,0.4,-0.4,4.0,34.0,7.0,3.0,37.0,14.0,1.14,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,32.0,26.0,19.0,3.0,25.0,42.0,59.5,17.0,210.0,68.0,32.4,79.0,96.0,35.0,27.0,3.0,0.0,24.0,13.0,61.0,32.0,1.0
Aissa Mandi,0.1,Betis,27,28.6,0.0,10.0,3.0,30.0,0.35,0.1,0.0,0.0,10.5,0.0,0.0,0.0,1.2,1.2,0.12,-1.2,-1.2,1626.0,1778.0,91.5,35309.0,11742.0,512.0,536.0,95.5,767.0,806.0,95.2,329.0,405.0,81.2,0.0,0.8,-0.8,7.0,93.0,5.0,1.0,64.0,17.0,0.59,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,22.0,9.0,2.0,16.0,33.0,48.5,17.0,175.0,54.0,30.9,91.0,72.0,12.0,46.0,19.0,0.0,27.0,24.0,57.0,144.0,1.0
Rolando Mandragora,0.2,Udinese,22,22.8,0.0,55.0,7.0,12.7,2.41,0.31,0.0,0.0,20.3,5.0,0.0,0.0,3.8,3.8,0.07,-3.8,-3.8,788.0,973.0,81.0,14241.0,3959.0,362.0,405.0,89.4,288.0,347.0,83.0,111.0,171.0,64.9,2.0,2.9,-0.9,37.0,66.0,17.0,6.0,80.0,69.0,3.03,47.0,13.0,1.0,3.0,1.0,4.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,52.0,33.0,16.0,25.0,11.0,20.0,69.0,29.0,49.0,608.0,150.0,24.7,201.0,315.0,92.0,52.0,5.0,0.0,47.0,19.0,71.0,29.0,0.0
Sadio Mane,0.3,Liverpool,27,30.5,18.0,76.0,36.0,47.4,2.49,1.18,0.24,0.5,13.0,0.0,0.0,0.0,13.8,13.8,0.19,4.2,4.2,933.0,1162.0,80.3,15604.0,3867.0,484.0,560.0,86.4,328.0,405.0,81.0,96.0,128.0,75.0,7.0,7.3,-0.3,56.0,65.0,67.0,11.0,120.0,109.0,3.57,85.0,0.0,6.0,3.0,13.0,2.0,16.0,0.52,9.0,0.0,0.0,1.0,5.0,1.0,50.0,35.0,13.0,23.0,14.0,15.0,46.0,32.6,31.0,504.0,153.0,30.4,108.0,168.0,228.0,30.0,1.0,0.0,29.0,11.0,61.0,5.0,0.0
Eliaquim Mangala,0.1,Valencia,28,7.5,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0,8.0,0.0,0.0,0.0,0.2,0.2,0.16,-0.2,-0.2,254.0,289.0,87.9,5597.0,1507.0,59.0,67.0,88.1,152.0,162.0,93.8,41.0,58.0,70.7,0.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,1.0,0.0,3.0,4.0,75.0,1.0,44.0,16.0,36.4,31.0,11.0,2.0,11.0,5.0,0.0,6.0,2.0,8.0,40.0,0.0
Thomas Mangani,0.2,Angers,32,20.8,2.0,30.0,6.0,20.0,1.44,0.29,0.07,0.33,22.4,4.0,0.0,0.0,1.8,1.8,0.06,0.2,0.2,1073.0,1366.0,78.6,19695.0,7316.0,507.0,569.0,89.1,403.0,474.0,85.0,146.0,285.0,51.2,2.0,3.5,-1.5,52.0,94.0,35.0,14.0,135.0,78.0,3.75,50.0,24.0,3.0,1.0,0.0,0.0,2.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,34.0,23.0,14.0,16.0,4.0,13.0,60.0,21.7,47.0,497.0,122.0,24.5,119.0,307.0,71.0,29.0,3.0,0.0,26.0,11.0,45.0,31.0,1.0
Massimiliano Mangraviti,0.1,Brescia,21,10.8,0.0,3.0,0.0,0.0,0.28,0.0,0.0,0,9.0,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2,365.0,443.0,82.4,7987.0,3765.0,105.0,116.0,90.5,185.0,203.0,91.1,67.0,109.0,61.5,0.0,0.1,-0.1,1.0,35.0,5.0,4.0,38.0,5.0,0.46,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,5.0,2.0,4.0,6.0,66.7,2.0,115.0,25.0,21.7,66.0,40.0,9.0,22.0,11.0,0.0,11.0,2.0,12.0,52.0,2.0
Kostas Manolas,0.1,Napoli,28,24.2,4.0,17.0,8.0,47.1,0.7,0.33,0.24,0.5,9.2,0.0,0.0,0.0,1.7,1.7,0.1,2.3,2.3,1369.0,1476.0,92.8,29211.0,7282.0,404.0,424.0,95.3,706.0,743.0,95.0,250.0,296.0,84.5,0.0,0.1,-0.1,2.0,47.0,2.0,0.0,56.0,5.0,0.21,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,21.0,12.0,1.0,15.0,28.0,53.6,13.0,158.0,53.0,33.5,87.0,69.0,2.0,34.0,16.0,1.0,18.0,15.0,49.0,104.0,3.0
Javier Manquillo,0.1,Newcastle Utd,25,17.8,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0,12.2,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,452.0,632.0,71.5,7517.0,2822.0,229.0,271.0,84.5,176.0,242.0,72.7,34.0,84.0,40.5,1.0,0.4,0.6,6.0,27.0,5.0,4.0,27.0,14.0,0.79,12.0,1.0,0.0,0.0,1.0,0.0,3.0,0.17,1.0,1.0,0.0,0.0,1.0,0.0,47.0,32.0,32.0,11.0,4.0,24.0,40.0,60.0,16.0,220.0,71.0,32.3,120.0,77.0,23.0,35.0,5.0,0.0,30.0,13.0,60.0,60.0,0.0
Giacomo Manzari,0.25,Sassuolo,18,0.2,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,7.0,57.1,40.0,19.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,1.0,16.7,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
